line	size		transaction item
1830	79	:	1 2 4 5 6 7 8 9 10 12 14 15 16 17 19 20 24 25 26 29 31 32 33 34 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 52 53 55 56 58 59 60 61 62 63 64 65 67 68 69 71 72 73 74 75 76 78 79 80 81 82 84 85 86 87 88 89 91 92 94 95 96 97 99 100 
1831	44	:	1 4 5 6 7 9 12 13 17 18 19 22 24 25 26 28 31 33 34 37 41 42 43 44 49 50 52 53 56 57 59 62 63 65 67 68 69 71 74 79 86 87 93 100 
1832	39	:	1 2 3 8 11 13 17 18 19 20 23 24 25 27 29 32 33 35 37 40 48 49 50 51 52 55 57 60 61 64 68 70 75 82 83 84 87 91 98 
1833	21	:	3 21 27 30 33 37 38 42 52 58 60 61 65 70 71 73 76 77 78 86 98 
1834	52	:	1 4 5 6 7 9 11 14 15 17 23 24 25 27 29 30 31 33 36 40 41 42 43 44 45 46 47 49 50 52 53 59 62 64 66 68 71 72 73 74 75 78 79 81 82 83 87 89 95 96 97 99 
1835	50	:	2 3 4 5 7 8 9 10 12 13 15 17 19 20 22 23 31 32 34 37 38 39 40 42 45 53 54 56 58 60 61 63 64 66 67 69 71 73 75 77 78 80 84 87 91 93 94 96 99 100 
1836	66	:	1 2 3 4 5 6 8 10 12 14 15 16 18 19 23 24 28 30 31 32 34 35 36 37 40 41 42 43 44 45 46 47 49 50 52 53 54 55 56 57 58 59 60 64 65 66 67 68 70 71 73 75 76 77 78 79 82 84 86 87 89 90 91 93 95 96 
1837	62	:	1 2 4 5 6 7 8 10 11 14 15 17 18 19 25 26 28 29 30 31 33 36 41 42 43 44 45 46 49 51 52 53 54 55 58 59 62 64 66 67 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 90 91 92 93 94 97 99 
1838	71	:	1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 20 22 25 27 28 29 30 31 33 34 35 36 37 39 41 43 44 45 46 47 49 50 51 52 55 59 62 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 89 90 91 93 95 96 97 99 
1839	23	:	4 7 8 9 10 12 20 31 32 38 39 45 49 52 53 58 71 74 75 80 84 87 91 
1840	75	:	1 2 3 5 8 9 10 11 12 15 16 17 18 20 21 22 23 24 26 27 30 32 33 34 36 37 38 39 40 41 42 43 45 49 51 52 53 54 55 58 60 61 62 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 91 93 95 96 97 98 99 100 
1841	76	:	1 2 4 5 7 9 10 11 12 13 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 36 39 40 41 42 43 45 46 48 49 50 51 52 53 54 55 58 59 60 61 62 64 66 67 68 69 70 71 73 74 75 76 78 80 82 84 86 87 88 89 90 91 93 94 96 97 98 99 100 
1842	68	:	2 3 4 5 10 11 14 16 18 19 20 21 22 23 27 28 29 30 31 32 33 35 36 39 41 43 44 45 46 47 49 50 51 52 53 54 57 58 64 65 66 67 68 70 71 72 73 74 75 76 77 78 79 81 82 83 84 88 90 91 92 93 95 96 97 98 99 100 
1843	77	:	1 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22 23 24 27 28 30 31 32 34 35 36 37 38 40 43 44 45 47 48 49 50 51 53 54 55 56 57 58 59 60 61 63 64 66 67 69 71 72 73 75 76 77 78 80 81 83 85 86 88 89 90 91 92 93 95 96 97 99 100 
1844	37	:	5 8 10 13 18 19 21 22 23 24 31 34 38 40 43 45 56 60 61 63 64 67 69 71 73 75 76 77 78 80 83 85 88 89 92 99 100 
1845	33	:	2 4 5 6 10 16 21 22 23 25 28 30 33 34 36 37 41 45 47 52 54 55 58 64 67 71 75 79 83 85 90 91 96 
1846	30	:	2 9 13 15 18 19 20 24 29 32 33 35 42 43 45 46 50 56 60 63 68 69 70 72 78 81 91 92 98 99 
1847	22	:	8 18 22 23 24 32 36 41 42 46 52 55 62 65 73 79 81 88 92 93 94 100 
1848	72	:	2 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 20 21 22 23 25 27 28 30 32 33 34 35 36 42 43 45 46 50 51 52 53 54 56 57 58 59 62 63 64 66 67 69 71 72 74 75 76 78 79 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96 99 100 
1849	55	:	1 2 3 4 6 7 8 9 11 12 13 15 20 24 26 28 32 33 34 35 36 37 39 42 43 45 46 48 50 56 58 63 64 65 68 69 71 72 73 74 75 76 77 78 80 81 84 86 87 92 93 95 97 98 99 
1850	17	:	2 8 10 18 23 26 32 34 53 69 73 75 82 84 88 89 95 
1851	41	:	1 2 5 6 20 21 25 27 29 31 32 36 42 46 49 51 55 56 57 60 63 64 67 68 69 72 74 77 80 81 83 84 85 87 88 90 91 92 95 96 100 
1852	61	:	2 4 5 6 7 8 9 15 17 18 19 21 23 25 27 28 30 31 32 33 37 38 39 40 41 42 45 46 47 48 49 52 53 56 58 59 60 61 63 64 65 67 68 71 72 73 74 75 76 78 79 80 82 83 86 87 92 93 94 96 99 
1853	75	:	1 2 3 4 5 7 8 9 10 11 12 13 15 16 17 18 20 21 23 25 27 29 30 31 32 33 35 37 38 39 40 41 42 45 46 47 48 49 50 51 52 55 56 60 61 62 63 64 65 67 68 70 71 72 74 75 76 77 79 80 81 82 83 84 86 87 89 90 91 92 94 96 97 99 100 
1854	43	:	1 5 8 9 10 11 12 13 16 17 18 20 23 25 26 32 37 40 42 43 48 49 50 52 55 60 61 62 64 65 66 68 78 79 80 82 84 86 87 88 89 91 93 
1855	53	:	2 3 4 7 8 9 11 13 15 16 17 18 19 20 22 25 27 32 33 34 35 36 41 42 43 45 46 50 51 52 55 56 58 62 63 69 72 73 75 76 78 79 80 81 82 83 84 85 92 93 94 95 99 
1856	78	:	1 2 4 5 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 25 26 28 29 30 31 32 33 35 36 37 39 40 42 43 45 46 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 67 69 71 72 74 75 76 77 78 79 80 81 82 83 84 87 88 89 90 91 92 96 97 99 100 
1857	28	:	1 3 5 8 19 20 27 29 30 35 45 47 48 49 51 60 61 67 71 76 83 84 86 91 93 97 99 100 
1858	51	:	2 5 7 9 12 13 14 15 16 17 19 22 23 24 26 29 31 32 35 36 37 39 40 42 44 45 49 51 52 59 60 61 62 67 71 75 76 77 80 81 82 84 88 89 90 91 94 96 97 99 100 
1859	79	:	1 2 3 4 5 6 7 9 10 11 12 14 15 17 19 20 22 23 24 25 26 27 28 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 49 50 51 52 54 55 56 58 60 61 62 63 64 65 66 67 68 69 71 72 75 76 77 78 79 82 83 84 85 86 87 88 89 90 91 93 95 96 97 100 
1860	79	:	1 3 4 5 6 8 9 10 11 12 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 41 42 44 45 46 47 52 53 54 56 58 59 60 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 84 85 86 88 89 91 93 94 95 96 97 98 99 100 
1861	27	:	6 14 18 28 30 34 36 37 38 47 49 50 51 60 63 64 67 68 70 71 77 81 83 91 97 98 100 
1862	55	:	1 4 6 8 9 10 11 12 13 17 18 19 20 23 25 28 30 31 34 35 37 40 41 42 43 44 45 48 49 50 53 55 56 57 60 61 62 63 64 67 68 69 71 73 74 76 82 84 86 87 89 91 93 96 100 
1863	75	:	1 3 4 5 6 7 8 11 12 14 15 18 19 20 23 24 26 27 28 29 31 32 33 35 36 42 43 44 45 46 47 48 49 50 51 52 53 55 57 58 59 60 61 62 64 65 66 68 70 71 73 74 75 76 77 78 79 80 81 83 84 85 87 88 89 90 92 93 94 95 96 97 98 99 100 
1864	23	:	1 2 4 8 10 11 13 16 31 34 35 37 43 44 46 67 68 70 71 72 75 78 98 
1865	60	:	3 4 5 6 10 14 16 21 22 23 24 25 26 27 28 30 32 33 34 35 36 37 38 41 42 44 45 47 49 51 52 54 56 58 60 61 62 63 64 65 67 68 70 71 73 75 76 77 78 79 81 86 87 90 91 96 97 98 99 100 
1866	81	:	1 2 3 4 5 6 7 10 11 12 13 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 62 63 64 66 67 68 70 71 73 76 77 78 79 80 81 83 84 85 87 90 91 92 93 94 95 96 98 99 100 
1867	25	:	13 14 15 16 23 26 29 31 37 51 60 61 62 71 75 76 77 80 82 84 88 89 91 97 100 
1868	73	:	3 4 5 7 8 9 11 13 14 15 16 17 18 19 20 23 24 25 26 27 28 29 31 33 34 35 36 37 38 41 43 44 46 49 50 51 52 53 55 56 57 58 60 61 62 63 65 67 68 69 71 72 75 76 77 79 80 82 83 84 85 86 87 88 89 90 91 93 94 95 97 99 100 
1869	44	:	1 2 7 13 15 16 18 19 21 22 27 28 29 30 31 41 46 49 52 53 54 56 59 60 64 66 68 69 70 73 74 76 77 78 82 86 88 89 90 93 94 98 99 100 
1870	80	:	1 3 4 5 7 8 9 10 11 12 13 14 15 16 17 19 20 21 23 24 25 26 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 54 55 56 57 58 60 61 62 64 65 67 68 71 72 73 75 76 77 80 81 82 83 84 86 87 88 89 90 91 93 95 96 97 99 100 
1871	49	:	5 6 8 9 10 13 14 15 19 20 22 23 24 27 30 32 33 34 35 38 40 41 42 43 45 46 47 50 53 54 56 57 60 61 63 64 67 69 72 73 77 78 80 81 83 92 95 99 100 
1872	75	:	1 2 3 4 5 6 7 13 14 16 19 20 21 24 25 27 28 29 30 31 32 34 35 36 37 42 43 44 45 46 47 49 50 52 53 54 55 56 57 58 59 60 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 84 86 87 88 89 90 91 93 95 96 97 99 100 
1873	75	:	1 3 5 7 8 9 11 12 13 15 16 17 18 20 21 23 24 25 26 27 28 29 30 32 33 35 37 38 39 40 42 43 44 45 46 48 49 50 51 52 53 55 56 58 60 61 62 63 64 65 67 68 69 70 71 72 73 74 76 77 78 80 81 82 83 84 86 87 91 92 94 97 98 99 100 
1874	72	:	1 3 4 5 7 8 10 11 13 14 16 17 18 19 20 21 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 48 49 50 51 52 53 54 55 56 57 59 61 62 63 67 68 72 73 74 75 77 80 81 82 83 84 87 88 92 93 94 95 96 98 100 
1875	29	:	4 7 9 10 12 17 19 20 21 31 32 34 36 39 45 46 49 52 53 58 71 75 77 80 82 84 86 87 90 
1876	53	:	1 2 4 6 8 9 10 11 12 13 15 16 23 24 25 31 33 34 35 36 37 38 43 44 45 46 48 51 52 53 54 56 61 62 65 66 67 68 69 70 71 72 73 75 76 78 87 88 89 92 96 98 99 
1877	47	:	1 2 4 7 8 9 15 16 17 18 20 22 24 28 29 31 32 34 45 50 52 53 54 58 59 62 64 65 66 69 70 71 74 75 76 78 79 80 82 85 87 88 93 94 98 99 100 
1878	72	:	1 2 4 5 6 8 10 11 13 15 18 19 20 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 41 42 43 44 46 47 49 50 51 52 53 54 57 58 59 60 62 63 65 66 67 68 70 71 72 75 78 79 82 83 84 85 87 88 89 91 92 94 95 96 97 98 99 100 
1879	45	:	3 8 10 16 18 19 20 21 23 27 29 30 31 34 35 36 41 42 45 47 49 51 53 54 55 59 60 66 67 68 71 72 73 74 80 81 83 84 88 89 93 95 96 99 100 
1880	71	:	1 5 7 8 9 10 11 12 13 14 15 17 18 19 20 21 23 24 25 30 31 32 33 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 55 56 57 60 61 62 63 64 67 68 71 73 74 75 76 79 80 81 82 84 85 86 87 88 89 91 93 95 96 97 99 100 
1881	81	:	2 4 5 7 8 9 10 11 12 13 15 17 18 19 22 23 24 25 26 27 29 30 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 47 49 51 52 53 54 55 56 59 60 61 62 63 64 65 66 67 69 70 71 72 73 75 76 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 97 99 100 
1882	14	:	1 5 18 28 42 49 52 54 59 62 66 67 79 83 
1883	49	:	2 3 7 13 14 15 16 21 23 24 25 26 28 29 30 31 33 34 35 37 41 45 46 49 51 52 54 60 61 62 68 69 70 71 75 76 77 80 82 83 84 86 88 89 91 93 97 98 100 
1884	71	:	1 3 4 5 7 8 10 11 13 14 19 20 21 22 23 25 26 27 28 29 30 31 33 34 35 38 40 41 43 44 45 47 48 49 50 51 52 53 55 56 57 60 61 63 64 65 66 67 69 70 72 73 76 77 79 80 82 83 84 85 86 87 88 90 91 94 95 96 97 99 100 
1885	80	:	2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 29 30 32 33 35 36 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 56 57 59 60 61 62 63 64 65 66 67 69 70 71 72 75 76 78 80 81 82 83 84 88 89 90 91 92 93 94 95 96 97 99 100 
1886	36	:	1 5 11 16 18 26 27 29 30 32 39 41 42 43 45 46 49 51 60 64 65 66 68 70 75 76 78 80 82 86 87 88 91 93 96 97 
1887	21	:	4 11 12 23 25 31 36 37 38 48 51 52 54 56 61 66 69 73 76 92 99 
1888	75	:	1 3 5 6 7 9 10 11 12 14 15 16 17 18 19 20 23 24 26 28 29 30 32 34 35 36 37 38 39 40 43 44 45 47 48 49 50 51 53 54 55 58 59 60 61 62 63 65 66 67 70 71 72 75 76 77 78 79 80 81 82 85 86 87 88 89 91 92 93 94 95 96 97 99 100 
1889	46	:	1 3 4 5 6 7 8 12 18 23 26 28 29 31 35 36 37 39 44 45 46 49 51 52 54 55 59 62 66 67 68 69 71 72 73 74 78 80 81 84 89 92 93 96 97 99 
1890	31	:	4 11 12 18 23 25 31 36 37 38 47 48 50 51 52 54 56 60 61 64 66 68 69 70 73 76 83 92 98 99 100 
1891	64	:	5 6 7 8 9 14 15 18 20 22 25 27 28 29 30 31 32 34 36 37 38 40 41 42 43 45 46 47 49 50 51 52 54 56 57 58 60 61 62 63 65 67 68 69 71 72 73 74 76 77 78 79 80 81 82 83 90 91 92 93 94 95 97 99 
1892	67	:	1 2 3 5 7 9 10 11 12 15 17 18 19 20 21 23 24 27 29 30 31 32 33 34 35 36 38 39 42 44 46 49 51 55 56 57 58 59 60 61 63 64 65 67 68 71 72 73 74 77 78 79 80 83 85 86 87 88 89 90 91 92 93 95 96 97 100 
1893	37	:	4 9 10 14 15 26 27 28 31 35 36 37 38 39 44 50 51 55 60 62 63 64 66 68 69 72 75 76 77 78 84 86 88 90 91 96 97 
1894	20	:	5 9 18 19 23 31 37 46 50 67 68 71 76 79 80 85 86 87 88 95 
1895	33	:	3 5 6 9 15 19 24 27 30 32 33 36 39 40 41 45 47 49 51 62 67 71 80 81 85 88 89 91 96 97 98 99 100 
1896	77	:	1 2 3 4 5 6 7 8 11 14 17 18 19 20 21 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 43 45 46 47 48 49 51 52 53 55 56 58 60 61 63 65 66 67 68 69 70 71 73 74 75 76 77 78 80 81 82 83 85 86 88 89 90 91 92 93 96 97 98 99 100 
1897	29	:	9 13 15 18 20 22 32 33 35 36 41 42 43 45 46 50 52 55 56 63 69 72 73 78 79 81 92 93 99 
1898	76	:	1 2 3 5 6 7 8 9 10 11 12 14 15 17 18 19 20 22 23 26 27 28 29 30 31 34 35 36 37 38 39 41 42 44 45 46 47 48 49 50 51 52 53 55 58 59 60 61 63 64 65 66 67 68 69 71 73 74 75 77 78 79 80 81 84 85 86 89 90 91 92 94 95 96 97 98 
1899	38	:	1 2 4 6 7 10 11 15 23 24 25 28 29 31 32 34 35 42 43 45 48 50 53 57 58 62 64 65 66 71 75 76 81 84 87 93 97 98 
1900	40	:	3 4 6 10 13 16 19 21 25 26 27 30 32 33 35 36 38 41 44 47 49 51 56 60 63 64 73 74 76 77 79 80 82 85 86 87 90 98 99 100 
1901	31	:	4 11 16 17 20 21 22 26 27 33 35 41 42 46 47 54 55 60 62 67 71 74 77 81 84 85 86 91 96 97 99 
1902	41	:	5 7 9 10 12 14 20 24 26 29 33 36 37 41 43 44 45 48 50 53 55 58 59 61 62 65 67 68 69 71 72 73 75 76 79 86 87 89 92 94 100 
1903	66	:	1 3 4 6 7 8 9 10 11 12 14 15 17 19 20 21 26 31 32 34 35 36 37 41 42 43 45 46 47 48 49 50 53 55 56 57 58 61 63 64 65 66 67 69 72 73 74 76 77 78 80 81 82 83 84 85 86 88 89 90 91 95 97 98 99 100 
1904	33	:	3 5 6 9 15 19 24 27 30 32 33 36 39 40 41 45 47 49 51 62 67 71 80 81 85 88 89 91 96 97 98 99 100 
1905	51	:	2 3 4 5 9 11 15 18 19 20 21 24 29 30 31 32 36 39 40 43 45 47 49 51 54 58 59 62 63 67 69 71 74 75 76 78 79 80 81 83 85 88 89 90 91 92 95 96 97 99 100 
1906	56	:	3 4 5 7 8 10 11 12 16 17 19 21 22 23 25 26 28 30 33 34 35 36 37 39 41 43 44 45 46 49 50 51 52 53 54 58 64 67 68 69 71 73 74 75 77 80 82 84 86 87 90 92 94 95 96 97 
1907	63	:	1 2 3 4 5 8 9 10 12 13 14 15 18 19 22 23 24 27 28 29 30 31 32 34 36 42 44 45 47 49 50 51 52 53 54 55 57 58 59 60 64 65 66 67 68 70 71 72 75 76 81 83 87 88 89 91 92 93 95 96 98 99 100 
1908	23	:	3 21 23 24 25 26 29 30 33 34 35 45 49 51 54 61 76 83 84 86 89 91 98 
1909	47	:	2 3 4 6 7 9 11 14 15 16 17 19 20 28 29 30 34 36 38 39 45 47 49 50 51 54 56 57 58 59 60 62 63 72 74 75 76 79 81 85 89 90 91 94 95 96 99 
1910	67	:	3 4 6 7 8 9 12 14 15 17 18 21 23 24 26 28 30 31 32 33 34 35 36 37 38 39 40 43 44 45 46 47 49 50 51 58 60 62 63 64 66 67 68 69 71 72 73 74 75 76 77 78 80 81 83 84 85 86 88 89 91 92 93 95 96 97 100 
1911	29	:	3 11 13 14 19 28 29 31 32 35 43 47 49 52 53 56 57 65 68 70 71 73 76 77 79 83 84 90 96 
1912	49	:	5 7 8 10 12 13 14 17 19 22 23 25 26 29 33 34 38 40 43 44 45 48 50 51 52 53 55 56 58 59 60 61 62 63 64 67 69 73 75 76 77 78 79 80 87 92 94 99 100 
1913	73	:	1 2 3 4 5 7 8 9 10 12 15 17 18 19 20 22 23 24 25 26 28 29 30 31 32 33 35 37 38 39 40 41 42 43 44 45 47 49 50 51 52 53 54 56 57 58 59 60 62 63 64 65 66 67 68 70 71 75 76 78 79 80 83 84 86 87 91 93 94 96 98 99 100 
1914	64	:	1 4 5 7 8 9 10 11 12 16 18 20 21 23 24 26 27 29 30 31 32 35 37 39 40 41 42 43 44 45 46 49 51 53 56 57 58 60 64 65 66 67 68 69 70 71 75 76 78 80 82 83 84 85 86 87 88 89 91 92 93 96 97 100 
1915	62	:	2 3 4 5 6 7 8 9 10 11 12 14 19 20 21 26 29 30 32 34 37 38 39 40 43 44 45 47 48 49 50 51 52 53 54 55 56 58 59 61 62 63 65 68 72 73 74 75 76 79 81 82 83 85 87 89 90 91 92 94 95 96 
1916	45	:	1 3 5 8 9 10 11 12 16 19 20 23 25 27 29 30 31 35 37 40 41 42 43 44 45 48 50 51 56 57 60 61 68 69 75 76 82 83 84 86 91 93 95 96 97 
1917	55	:	1 3 4 5 6 7 9 10 11 12 14 17 18 19 20 25 26 28 29 31 32 34 35 39 42 43 44 45 48 49 50 53 55 57 58 59 61 62 67 69 71 74 75 76 79 80 84 87 89 92 93 94 95 97 100 
1918	78	:	3 4 5 6 7 9 11 12 13 14 15 16 17 18 21 25 26 28 29 31 32 34 35 36 37 38 39 40 42 43 44 45 48 49 50 51 52 53 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 79 81 83 84 85 86 87 88 89 90 91 92 94 96 97 98 99 100 
1919	20	:	5 9 18 19 23 31 37 46 50 67 68 71 76 79 80 85 86 87 88 95 
1920	45	:	4 7 9 10 12 15 16 17 20 27 28 31 32 33 34 35 36 38 39 42 45 46 47 49 50 53 56 57 58 60 62 67 71 72 75 77 80 81 84 86 87 89 91 97 99 
1921	19	:	2 3 10 18 20 29 33 44 45 46 53 73 74 76 88 92 95 98 100 
1922	69	:	2 3 4 6 7 8 9 10 12 16 18 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 44 45 46 47 51 52 53 54 55 59 60 62 63 65 67 68 69 71 73 74 76 79 80 83 84 85 87 88 89 91 92 95 96 97 98 99 100 
1923	27	:	4 7 11 17 20 26 29 35 38 43 52 53 55 58 66 69 72 76 77 80 82 83 84 89 90 91 93 
1924	17	:	10 27 31 37 38 44 51 55 60 64 66 75 77 78 86 90 97 
1925	70	:	2 3 4 8 9 10 11 12 14 15 16 17 19 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 42 43 45 46 48 49 50 51 52 53 54 56 58 61 62 65 66 68 69 71 72 73 75 76 78 81 82 83 84 86 87 89 91 92 93 94 95 96 98 99 
1926	20	:	1 3 8 17 19 20 24 27 32 33 35 37 48 51 52 57 68 75 83 84 
1927	58	:	1 2 4 5 8 10 11 16 18 21 23 25 26 27 31 32 33 34 37 38 39 41 42 43 44 49 50 51 53 55 56 60 61 63 64 66 67 68 69 73 74 75 77 78 80 82 84 86 87 88 89 90 91 93 94 95 97 100 
1928	18	:	4 16 27 33 35 42 46 47 60 67 71 77 81 84 86 91 97 99 
1929	47	:	3 6 8 9 10 12 15 18 20 21 22 23 24 27 30 33 35 36 37 38 41 42 44 45 51 52 55 58 60 61 62 65 70 71 73 76 77 78 79 81 86 88 89 92 93 96 98 
1930	72	:	2 4 5 6 7 8 9 10 12 14 16 17 18 19 21 22 23 25 26 28 29 30 31 33 34 35 36 37 39 40 41 42 43 44 45 47 50 51 52 53 54 55 56 57 58 59 60 61 62 64 67 68 69 71 72 74 75 76 77 79 83 85 86 87 88 90 91 92 93 94 96 100 
1931	60	:	1 2 3 5 9 10 11 13 15 17 18 19 20 22 23 25 29 31 33 37 38 40 42 44 45 46 48 49 50 53 54 55 56 61 64 66 67 68 71 73 74 76 78 79 80 82 84 85 86 87 88 91 92 93 94 95 96 98 99 100 
1932	34	:	5 9 15 17 23 24 30 32 33 36 38 39 40 45 49 51 58 60 62 67 71 73 80 81 83 86 88 89 91 93 96 97 99 100 
1933	18	:	4 16 27 33 35 42 46 47 60 67 71 77 81 84 86 91 97 99 
1934	73	:	1 2 3 4 5 6 7 9 12 13 14 15 17 18 19 21 22 23 25 26 28 29 31 32 33 34 35 36 37 38 39 41 42 43 44 49 50 51 52 53 56 57 59 60 61 62 63 66 67 68 69 71 72 74 75 76 78 79 81 82 83 84 86 87 88 89 90 91 93 94 96 98 100 
1935	47	:	1 2 4 5 7 9 12 13 17 18 19 22 23 26 29 31 33 34 35 36 37 39 41 42 44 46 49 50 52 59 60 61 62 67 68 71 76 79 80 85 86 87 88 90 94 95 96 
1936	23	:	5 9 15 24 32 36 39 40 45 49 51 62 67 71 80 81 88 89 91 96 97 99 100 
1937	23	:	2 3 4 11 19 20 29 30 39 45 47 49 51 54 58 59 63 74 79 89 90 91 95 
1938	15	:	2 7 15 16 28 41 46 49 52 68 69 70 89 93 100 
1939	49	:	1 6 10 11 12 13 14 15 19 20 24 25 28 29 30 31 32 34 36 37 38 42 43 44 47 49 51 56 60 63 64 65 67 68 69 71 72 73 76 77 79 81 83 84 91 92 95 97 100 
1940	67	:	2 3 4 5 6 7 9 10 11 12 14 15 17 19 20 21 22 23 25 27 30 31 32 33 34 36 37 38 39 40 41 42 43 45 46 49 52 53 54 56 58 62 63 66 68 69 71 72 75 76 77 78 79 80 81 82 83 84 85 86 87 90 91 93 94 96 99 
1941	15	:	6 10 15 24 35 44 45 51 61 65 70 71 88 92 96 
1942	38	:	2 3 15 17 19 21 22 23 30 33 34 35 37 38 39 42 43 48 50 53 54 56 57 58 60 66 71 73 78 81 83 84 86 91 93 94 96 99 
1943	71	:	3 4 5 6 7 8 9 11 14 15 17 18 19 20 21 23 24 25 26 28 29 30 31 32 33 34 35 37 40 41 42 43 45 46 49 50 51 52 53 54 56 57 58 61 62 63 65 67 68 69 71 73 74 76 79 80 83 84 85 86 87 88 89 90 91 92 93 94 95 98 100 
1944	14	:	5 6 14 24 30 40 41 42 43 47 50 53 64 95 
1945	29	:	1 4 5 6 7 12 13 14 19 22 24 26 30 31 33 34 40 41 42 43 47 49 50 53 59 62 64 79 95 
1946	12	:	8 23 24 32 42 46 62 65 88 92 94 100 
1947	43	:	1 2 6 7 8 10 15 18 20 23 25 26 30 31 32 34 40 41 43 49 51 53 56 57 58 63 64 65 67 68 69 72 73 75 79 81 82 84 88 89 90 95 100 
1948	38	:	1 2 3 5 7 16 18 23 26 27 28 29 32 33 36 42 45 49 52 54 58 59 62 66 67 68 73 76 77 78 79 80 81 83 84 85 93 99 
1949	72	:	1 4 5 7 8 9 10 11 12 13 14 15 16 18 19 21 22 23 25 26 27 29 30 31 33 34 37 38 40 41 43 44 45 46 47 48 50 53 55 56 58 59 60 61 62 63 64 67 68 69 71 73 74 75 76 77 78 79 80 82 85 86 87 88 89 90 92 94 95 96 99 100 
1950	54	:	1 2 4 5 7 9 11 12 14 15 17 23 24 25 26 27 28 29 31 32 33 34 40 41 43 44 45 46 48 49 50 53 55 58 59 61 62 64 65 68 71 72 75 76 78 79 82 83 87 89 92 93 94 96 
1951	64	:	1 2 3 4 5 6 11 12 13 18 19 23 24 25 27 28 29 30 31 32 33 34 36 37 38 41 42 43 47 48 49 50 51 52 53 54 56 57 59 60 61 62 63 66 67 68 69 70 72 73 76 78 79 80 82 83 84 85 88 89 91 92 98 99 
1952	17	:	2 8 10 18 23 26 32 34 53 69 73 75 82 84 88 89 95 
1953	28	:	4 7 9 10 11 12 17 20 26 29 31 32 35 38 39 45 52 53 55 58 71 75 80 84 87 89 90 93 
1954	29	:	3 5 6 10 16 19 21 22 23 27 30 33 36 41 45 47 49 52 54 58 64 67 71 75 80 85 90 96 98 
1955	76	:	1 2 3 4 5 7 11 12 14 15 17 18 20 22 23 25 26 27 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 58 59 61 62 63 64 65 66 68 69 70 71 73 74 75 76 78 79 80 82 84 85 87 89 91 92 93 94 95 96 97 99 
1956	23	:	2 3 4 11 19 20 29 30 39 45 47 49 51 54 58 59 63 74 79 89 90 91 95 
1957	63	:	1 3 4 7 9 11 14 15 18 19 21 22 24 26 28 29 31 35 36 39 43 45 47 49 50 52 53 54 57 59 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 88 89 90 91 92 94 96 98 99 100 
1958	37	:	2 3 4 11 19 20 21 23 24 25 26 29 30 33 34 35 39 45 47 49 51 54 58 59 61 63 74 76 79 83 84 86 89 90 91 95 98 
1959	79	:	1 2 3 4 5 7 8 9 10 11 12 14 16 17 18 19 20 21 23 24 25 26 27 29 31 32 33 34 36 37 38 39 40 42 43 45 46 48 49 50 51 52 53 54 55 56 58 61 62 63 65 66 67 68 69 71 72 73 74 75 76 77 79 80 81 82 83 85 87 88 89 91 92 93 94 95 96 99 100 
1960	11	:	1 7 14 21 31 41 47 55 85 88 99 
