line	size		transaction item
2154	17	:	6 7 10 26 36 37 40 42 51 53 65 75 80 81 84 91 97 
2155	60	:	1 2 5 6 9 10 11 14 15 16 19 20 21 23 24 25 26 28 29 31 34 35 37 38 39 40 41 42 43 45 48 51 53 58 59 60 61 62 66 67 68 69 71 72 74 76 77 78 82 85 87 89 90 91 92 94 96 97 99 100 
2156	55	:	1 4 6 7 10 11 13 14 15 16 18 19 26 29 30 35 36 37 38 39 40 42 48 49 50 51 52 53 58 60 61 63 64 65 66 67 68 70 74 75 76 77 80 81 82 83 84 85 88 91 92 95 97 98 99 
2157	70	:	1 2 4 5 6 9 11 12 13 14 15 17 19 20 22 24 25 27 28 29 30 31 33 35 36 37 38 39 40 42 43 44 46 47 48 50 52 53 54 57 58 59 60 61 63 65 66 68 69 70 72 74 75 76 77 78 80 82 83 84 85 87 88 90 91 95 96 98 99 100 
2158	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
2159	72	:	1 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 26 27 28 30 32 34 38 39 40 42 43 45 47 48 49 50 51 52 53 58 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 79 80 81 83 84 86 87 91 92 93 94 95 96 97 98 99 100 
2160	73	:	1 2 3 4 5 6 7 9 11 13 15 17 18 19 20 21 25 26 27 29 30 32 33 37 38 39 40 42 43 44 45 47 48 49 50 52 53 54 55 56 57 58 59 60 61 63 65 66 67 68 70 71 75 76 77 78 79 80 81 82 87 88 89 90 91 93 94 95 96 97 98 99 100 
2161	22	:	1 4 12 17 19 20 27 29 30 34 37 48 49 50 51 53 63 67 77 87 95 100 
2162	63	:	1 2 4 6 8 10 11 12 13 14 16 17 18 19 20 22 23 24 25 27 28 29 31 32 35 36 37 39 40 42 45 46 47 52 53 56 59 60 61 62 63 65 68 69 70 71 72 73 75 76 79 80 83 84 85 87 88 89 90 93 96 99 100 
2163	38	:	5 6 13 14 15 16 17 21 23 24 26 32 40 43 44 45 46 49 53 54 56 63 65 66 68 69 74 75 76 83 84 85 86 88 92 93 98 99 
2164	72	:	1 2 5 6 9 11 12 14 15 16 17 19 21 22 27 28 29 30 31 32 34 35 37 40 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 60 61 62 63 66 67 68 69 70 71 72 73 74 75 76 77 78 80 82 84 85 87 89 90 91 92 94 95 96 98 99 100 
2165	21	:	1 2 3 7 11 13 21 22 25 27 28 30 47 48 50 53 55 61 87 88 89 
2166	71	:	1 2 4 7 9 10 11 12 13 14 15 16 18 19 20 22 23 24 25 26 29 31 32 36 37 38 39 41 42 43 44 45 46 47 48 49 50 51 52 53 57 58 60 61 62 63 65 66 67 70 71 72 73 75 76 77 78 80 82 83 85 87 89 90 91 92 94 95 96 99 100 
2167	47	:	1 2 4 7 8 11 12 13 17 19 20 22 25 27 29 30 34 38 39 40 43 46 48 49 50 52 53 61 62 64 66 72 73 74 75 76 77 79 81 84 86 87 89 95 97 99 100 
2168	79	:	1 2 3 4 5 6 7 8 10 12 13 14 16 17 18 19 20 21 22 23 24 27 28 29 30 31 32 34 35 36 37 39 40 41 43 44 45 46 47 49 50 51 52 53 54 56 59 60 61 62 63 65 67 68 69 71 72 73 74 75 76 77 79 80 82 83 84 85 86 88 89 90 92 93 96 97 98 99 100 
2169	52	:	1 4 6 8 9 10 11 13 14 15 16 21 22 23 26 29 31 32 34 37 38 39 40 41 43 45 49 50 53 56 57 58 60 61 63 65 66 68 69 72 75 82 83 84 85 86 91 92 93 95 97 98 
2170	25	:	2 5 6 10 13 15 16 17 19 26 36 40 46 49 52 59 60 66 74 76 78 84 88 92 100 
2171	82	:	1 2 3 4 5 6 7 8 9 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 34 35 36 37 39 40 41 43 45 46 48 49 50 52 53 54 56 57 58 61 62 63 64 65 66 67 68 69 70 72 73 74 75 77 79 80 82 83 84 85 87 88 89 91 92 93 94 95 96 97 98 99 100 
2172	81	:	1 2 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22 23 24 25 27 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 47 48 49 50 52 53 54 57 58 59 60 61 63 64 66 67 68 69 70 71 72 74 75 76 78 79 80 81 82 83 84 85 87 88 89 90 91 92 95 96 98 99 
2173	45	:	3 4 6 9 11 17 18 20 22 25 26 27 28 29 32 35 36 37 38 40 42 47 48 49 50 53 61 63 64 65 68 75 77 78 82 85 87 88 90 95 96 97 98 99 100 
2174	46	:	2 4 6 8 10 12 13 15 17 19 20 21 23 24 27 28 29 30 31 38 40 41 46 48 49 50 52 53 54 55 60 63 68 69 71 72 74 76 77 79 80 87 88 95 98 100 
2175	28	:	4 8 9 16 19 28 34 35 40 42 46 47 54 55 59 61 62 64 67 76 77 87 89 91 94 96 99 100 
2176	35	:	4 5 6 7 11 15 17 19 20 26 29 31 32 35 36 37 44 47 48 50 54 58 61 63 64 68 70 73 77 80 83 88 90 96 98 
2177	60	:	1 2 4 6 7 8 9 10 12 13 16 17 19 20 22 23 24 25 27 29 30 31 33 34 37 38 40 41 42 43 48 49 51 52 53 57 60 61 63 66 67 68 71 72 74 76 77 78 79 82 85 87 88 91 92 95 96 98 99 100 
2178	37	:	2 3 5 6 11 12 13 16 20 21 27 30 33 36 37 38 40 41 42 46 53 56 58 65 66 67 68 73 84 85 87 88 92 93 96 97 100 
2179	80	:	1 2 4 5 6 7 8 9 11 12 14 15 16 17 19 20 21 23 24 25 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 44 46 47 49 50 51 52 53 54 55 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 74 76 77 78 80 81 82 83 84 85 87 88 89 90 91 93 94 96 98 100 
2180	55	:	1 2 4 5 7 10 11 12 13 16 17 18 19 20 21 25 26 29 30 31 32 33 35 38 39 40 44 45 47 48 50 53 54 61 62 63 66 68 70 72 73 74 78 80 83 84 88 89 92 93 94 95 96 98 100 
2181	20	:	1 2 4 18 20 24 39 46 47 59 61 62 67 78 80 82 84 88 99 100 
2182	37	:	1 4 6 11 14 15 18 19 24 29 31 35 36 37 39 48 49 50 52 58 60 61 62 63 64 68 70 75 76 77 82 84 85 88 89 95 98 
2183	15	:	2 12 16 30 33 37 38 40 42 46 56 67 68 84 87 
2184	10	:	2 10 11 13 41 52 53 63 76 94 
2185	26	:	2 18 23 24 26 27 29 30 39 42 43 45 46 54 58 60 66 68 69 70 84 89 90 91 94 97 
2186	61	:	1 4 5 6 9 10 11 12 13 15 16 17 19 21 22 24 25 26 28 29 30 31 37 40 43 46 47 48 49 50 51 52 54 58 59 60 62 63 64 65 66 69 70 74 75 76 77 78 80 82 83 84 85 87 88 90 91 92 95 98 100 
2187	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
2188	63	:	1 2 3 4 5 6 7 9 11 13 16 17 18 19 20 21 24 25 28 29 30 32 34 36 37 39 40 41 42 43 44 45 46 48 50 53 54 56 57 59 61 62 64 65 67 73 76 77 80 81 86 87 88 89 91 92 93 94 96 97 98 99 100 
2189	58	:	3 4 5 8 9 11 12 13 16 17 21 22 26 27 28 31 32 34 35 36 37 38 39 40 42 43 46 47 48 49 50 53 58 61 62 63 64 65 66 67 69 70 72 74 75 76 78 79 82 83 85 87 88 92 93 95 99 100 
2190	36	:	3 9 11 12 13 18 19 20 21 22 25 28 29 30 34 38 40 45 47 49 51 56 57 61 62 65 67 70 77 82 85 91 95 98 99 100 
2191	46	:	1 2 4 5 6 7 11 13 17 19 20 22 23 25 27 28 29 30 31 32 35 36 39 42 43 44 45 47 48 50 53 61 63 65 67 68 69 75 83 85 87 88 89 96 98 99 
2192	13	:	9 12 33 36 37 47 56 62 76 78 82 87 90 
2193	27	:	3 6 9 12 14 19 20 24 31 35 37 39 47 48 55 61 62 63 64 65 71 78 84 85 89 93 98 
2194	44	:	1 2 3 7 8 11 13 16 19 23 24 25 26 27 28 30 33 35 38 39 42 44 48 50 51 53 57 58 61 62 65 66 67 70 72 74 75 76 77 84 86 89 93 97 
2195	73	:	1 2 3 5 6 7 8 9 10 11 12 13 14 15 17 19 21 25 26 28 29 30 31 34 35 36 37 39 40 42 44 45 46 48 49 50 52 53 54 56 57 58 59 60 61 63 65 66 67 68 69 71 72 73 74 76 78 79 80 82 83 84 85 86 87 88 89 90 91 92 96 99 100 
2196	53	:	5 6 11 13 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 36 37 39 42 45 46 47 52 53 54 58 60 61 63 65 66 68 69 75 76 77 83 84 87 88 89 91 92 94 96 97 98 99 100 
2197	20	:	7 13 14 18 20 24 41 46 48 57 60 61 62 65 72 85 89 95 96 100 
2198	43	:	1 2 7 9 11 12 13 15 16 17 25 28 29 30 31 34 37 40 47 48 50 52 53 59 60 61 66 68 69 70 71 72 74 75 78 82 85 87 89 90 91 95 100 
2199	45	:	2 4 6 12 13 16 17 18 21 24 29 30 32 33 35 36 37 38 40 42 43 44 45 46 48 49 50 53 54 56 64 65 67 68 76 77 78 82 84 85 87 88 93 98 99 
2200	29	:	7 10 11 12 14 16 17 20 23 41 42 43 54 56 60 63 65 68 69 72 75 83 85 86 91 92 93 95 98 
2201	16	:	1 11 15 19 37 50 52 58 60 61 63 70 75 76 82 95 
2202	61	:	1 4 5 6 7 9 11 13 14 15 17 18 19 20 23 24 28 29 31 32 34 35 39 40 41 42 43 44 45 46 47 48 54 57 58 60 61 62 64 65 67 68 69 72 76 77 78 82 83 85 87 88 89 90 91 94 95 96 98 99 100 
2203	12	:	4 8 16 35 46 47 54 55 59 64 89 96 
2204	73	:	1 2 4 5 9 14 17 19 22 23 24 25 27 28 29 30 31 33 34 37 38 39 40 41 42 43 45 46 48 49 51 52 53 54 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 81 82 83 85 86 87 88 90 91 92 93 94 95 96 98 99 100 
2205	22	:	1 2 3 4 16 21 22 24 27 28 30 35 36 47 50 55 64 81 87 88 90 98 
2206	18	:	8 24 26 33 38 39 53 57 62 66 74 75 76 84 86 89 93 97 
2207	54	:	1 2 5 6 7 10 11 12 13 16 17 19 21 23 24 25 29 30 31 33 36 38 42 44 46 47 48 49 50 52 53 54 58 59 61 62 63 64 67 68 72 74 76 78 80 82 83 84 88 89 92 93 99 100 
2208	64	:	1 2 3 4 5 6 7 9 10 11 13 16 17 18 19 22 24 26 27 29 30 31 32 35 36 37 38 40 42 45 48 49 50 51 52 54 58 60 61 63 64 65 66 67 68 74 75 76 77 78 82 83 85 86 87 88 89 90 92 95 97 98 99 100 
2209	47	:	1 2 4 6 7 8 11 12 13 17 19 20 21 22 25 27 28 29 30 34 37 38 43 45 48 49 50 51 53 55 57 58 59 62 63 65 67 70 72 77 81 82 85 87 91 95 100 
2210	73	:	1 2 3 4 6 7 9 10 12 13 14 15 16 17 19 22 23 25 26 28 29 30 31 32 34 36 37 38 39 40 42 43 44 46 49 50 51 52 53 55 56 57 58 59 60 61 62 63 65 66 68 69 72 75 76 78 80 81 82 83 84 85 86 90 91 92 93 95 96 97 98 99 100 
2211	33	:	1 7 11 13 14 15 18 19 20 24 37 41 46 48 50 52 57 58 60 61 62 63 65 70 72 75 76 82 85 89 95 96 100 
2212	55	:	2 7 9 12 14 15 16 17 19 23 24 25 27 28 31 32 34 37 38 39 40 42 43 47 48 51 53 60 61 62 64 66 67 68 69 70 71 73 75 76 77 78 83 84 85 87 89 90 91 92 94 95 96 99 100 
2213	8	:	1 8 69 73 83 84 86 96 
2214	17	:	7 10 11 12 16 17 20 23 41 42 43 54 60 65 72 91 95 
2215	67	:	1 2 3 4 5 6 8 13 14 15 16 17 18 19 21 24 26 28 29 30 31 35 36 37 38 39 40 42 46 47 49 50 52 54 56 58 60 61 62 63 64 65 66 67 68 69 73 74 76 77 78 80 81 82 83 84 86 87 88 90 91 92 95 96 98 99 100 
2216	49	:	3 6 7 9 11 12 14 15 16 19 22 24 25 27 28 30 32 34 37 39 40 44 49 53 56 57 61 63 64 65 67 68 71 73 75 80 82 84 85 87 89 90 91 94 95 96 98 99 100 
2217	25	:	2 3 4 5 6 16 20 21 24 30 35 36 40 41 50 64 67 73 81 90 92 93 96 97 98 
2218	76	:	1 2 3 4 6 7 8 9 10 12 14 15 16 17 19 22 23 24 25 26 27 28 29 30 31 34 35 36 37 39 40 42 43 44 46 47 48 49 50 51 52 53 56 57 59 60 61 62 63 64 65 66 68 69 70 73 74 75 77 78 79 80 81 82 83 84 85 86 90 91 92 93 97 98 99 100 
2219	12	:	1 2 7 11 13 25 30 48 50 53 61 89 
2220	21	:	2 23 24 25 31 37 38 43 48 51 53 60 66 71 78 85 87 91 92 96 99 
2221	17	:	6 7 10 26 36 37 40 42 51 53 65 75 80 81 84 91 97 
2222	45	:	3 4 5 6 9 12 14 19 20 21 22 24 25 28 30 31 34 35 36 37 39 40 41 42 45 49 56 57 61 62 65 66 67 73 82 83 84 85 89 92 93 96 97 99 100 
2223	41	:	1 2 3 6 8 15 16 21 23 27 28 30 31 38 39 40 41 42 43 46 50 51 53 54 55 58 60 63 65 68 70 71 72 74 77 80 87 88 89 90 100 
2224	69	:	1 2 3 5 6 9 11 12 13 14 15 16 19 20 21 22 27 28 29 30 31 32 34 37 38 39 42 43 44 45 46 47 48 50 51 52 54 55 57 58 60 61 62 63 64 65 67 68 70 71 72 73 75 76 78 80 82 84 85 87 88 90 91 93 94 95 96 98 100 
2225	73	:	2 4 6 8 9 10 11 12 13 14 16 17 19 20 22 23 25 26 27 28 29 30 31 32 35 36 37 39 42 44 46 47 50 52 53 54 55 56 57 59 60 61 63 64 65 66 67 68 69 71 73 74 75 76 78 80 82 83 84 85 86 87 88 89 90 91 92 93 94 96 98 99 100 
2226	12	:	14 23 24 32 61 68 69 70 73 75 83 90 
2227	78	:	1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 25 27 28 29 30 31 32 34 35 36 38 39 40 41 42 43 45 46 47 48 49 50 53 54 55 56 57 58 59 60 62 64 65 66 67 69 72 73 74 75 78 82 83 84 85 87 88 89 90 91 92 93 94 96 97 99 100 
2228	23	:	14 19 23 24 28 30 32 52 54 60 61 68 69 70 73 75 76 77 83 88 90 98 100 
2229	15	:	3 9 12 20 47 48 55 62 63 64 65 71 78 93 98 
2230	69	:	1 2 4 5 6 8 9 10 11 15 16 18 19 20 21 22 23 24 25 26 27 29 30 31 37 38 39 40 41 42 43 44 45 48 49 51 53 54 58 59 60 61 64 66 67 68 69 70 71 72 73 76 78 80 82 83 84 85 86 87 88 89 90 91 92 93 96 97 99 
2231	62	:	1 4 6 7 8 9 10 11 13 14 15 16 22 23 24 27 28 29 30 32 34 37 39 42 43 44 45 46 49 50 51 52 53 56 57 58 60 61 63 64 65 67 68 69 72 74 75 76 77 82 83 84 85 86 88 89 92 93 95 97 98 99 
2232	58	:	2 6 7 9 12 14 16 17 19 23 24 25 28 31 32 35 37 38 39 43 44 47 48 50 51 53 55 56 57 59 60 61 62 63 65 66 68 69 70 71 72 75 78 81 82 83 84 85 86 87 89 91 92 93 96 98 99 100 
2233	29	:	1 2 5 14 15 21 27 29 30 35 39 42 43 45 48 54 58 60 68 70 72 73 74 78 82 87 90 91 92 
2234	27	:	1 11 15 18 19 26 32 37 40 48 50 52 53 58 60 61 62 63 66 70 72 75 76 80 82 93 95 
2235	68	:	2 4 5 6 7 10 11 12 13 14 15 17 18 19 20 24 26 27 29 30 31 32 33 34 36 38 39 40 42 43 46 48 49 50 52 53 54 58 59 60 61 62 63 64 65 66 68 70 72 74 76 77 78 80 83 84 85 87 88 89 90 91 92 93 95 98 99 100 
2236	27	:	1 7 8 13 14 18 20 24 41 46 48 57 60 61 62 65 69 72 73 83 84 85 86 89 95 96 100 
2237	13	:	19 24 28 30 52 54 60 69 76 77 88 98 100 
2238	14	:	4 18 29 35 36 48 49 64 68 77 82 85 88 98 
2239	45	:	1 3 4 6 11 15 19 26 28 29 31 32 34 37 40 42 43 44 46 49 50 51 52 54 55 57 58 60 61 62 63 65 70 72 74 75 76 82 84 87 88 95 96 98 100 
2240	12	:	1 2 7 11 13 25 30 48 50 53 61 89 
2241	44	:	1 4 6 9 12 13 15 16 17 21 22 24 25 28 29 31 32 40 43 44 45 47 49 50 53 54 59 60 62 65 66 69 70 75 76 78 82 85 87 88 90 93 99 100 
2242	47	:	2 4 6 9 10 11 12 13 16 17 19 21 22 24 26 31 33 36 37 40 41 42 45 46 47 49 52 56 59 60 61 62 66 67 69 76 78 82 83 84 85 87 89 90 92 97 100 
2243	43	:	6 9 11 12 13 14 16 17 18 19 20 21 22 24 28 29 30 31 35 37 38 39 45 47 51 61 62 65 66 67 69 70 75 77 78 84 85 87 89 91 95 98 100 
2244	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
2245	13	:	2 8 10 13 19 29 52 60 71 72 76 79 88 
2246	24	:	2 7 8 10 13 15 19 24 27 29 39 52 60 61 64 71 72 76 79 84 85 88 89 95 
2247	42	:	6 11 12 14 17 18 20 22 23 25 26 27 28 29 32 36 37 39 40 42 45 47 48 50 53 61 62 63 65 66 68 70 72 75 80 83 87 88 93 95 96 99 
2248	57	:	4 6 8 9 10 11 12 13 14 15 16 21 22 23 26 28 31 33 36 37 38 40 41 44 46 47 49 50 51 53 55 56 61 62 63 68 69 71 72 74 75 76 77 78 80 82 83 85 86 87 88 90 92 93 97 98 100 
2249	55	:	1 2 4 6 8 10 11 12 13 15 18 19 20 21 23 27 29 30 34 35 36 37 40 44 45 47 48 49 50 51 52 53 59 60 61 63 65 67 68 71 72 74 76 77 78 79 80 82 83 84 88 89 90 93 98 
2250	63	:	1 2 4 7 8 9 10 11 13 15 16 19 21 22 24 26 27 28 30 31 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 58 60 61 63 66 67 68 69 70 72 73 75 76 77 80 82 83 84 85 87 89 90 95 97 
2251	13	:	19 24 28 30 52 54 60 69 76 77 88 98 100 
2252	16	:	1 11 15 19 37 50 52 58 60 61 63 70 75 76 82 95 
2253	75	:	1 2 3 4 5 6 7 9 10 11 12 14 16 17 18 19 20 22 23 24 26 27 29 30 34 37 39 41 42 43 45 46 47 48 49 50 51 53 54 55 56 58 59 60 61 62 63 64 65 66 67 68 69 71 72 74 76 78 80 82 83 84 85 86 87 88 89 91 92 93 94 95 97 98 99 
2254	39	:	1 2 4 5 6 9 12 14 16 17 18 20 23 24 28 29 31 32 39 43 45 47 59 61 66 67 68 69 70 73 75 78 80 83 85 87 90 99 100 
2255	53	:	1 3 5 6 9 11 12 13 14 15 16 20 22 25 26 27 28 29 35 36 38 40 42 46 47 48 49 53 55 58 61 62 63 64 65 66 68 71 74 75 78 82 84 85 87 88 90 91 93 96 98 99 100 
2256	25	:	18 24 26 32 40 46 47 48 50 53 61 62 63 66 67 70 72 78 80 82 84 88 93 95 100 
2257	20	:	4 5 17 29 33 39 43 45 52 54 65 67 71 77 79 81 82 88 94 96 
2258	63	:	1 2 4 5 7 9 10 11 12 13 14 15 16 18 21 22 24 25 26 30 31 35 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 56 58 60 61 63 65 66 67 68 69 71 72 76 77 80 82 83 85 87 89 91 92 93 95 97 98 
2259	59	:	1 2 4 6 7 8 13 14 15 16 18 19 20 21 24 29 30 31 32 34 35 36 37 39 41 44 46 47 48 49 50 53 57 58 60 61 62 64 65 67 72 73 78 80 81 82 84 85 86 87 88 89 90 91 95 96 97 98 100 
2260	20	:	4 5 17 29 33 39 43 45 52 54 65 67 71 77 79 81 82 88 94 96 
2261	28	:	2 4 5 8 10 13 17 19 29 33 39 43 45 52 54 60 65 67 71 72 76 77 79 81 82 88 94 96 
2262	75	:	1 2 3 4 5 6 7 9 11 12 13 14 16 17 18 20 21 22 23 24 25 28 29 31 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 53 56 57 59 60 61 62 63 65 66 67 68 69 70 71 72 73 75 77 78 80 82 83 84 85 87 88 89 91 92 93 95 96 97 99 100 
2263	34	:	1 2 6 7 11 13 14 16 22 25 30 32 44 48 49 50 53 55 56 57 59 61 66 73 75 80 87 89 91 93 94 96 97 98 
2264	20	:	4 5 17 29 33 39 43 45 52 54 65 67 71 77 79 81 82 88 94 96 
2265	13	:	14 23 56 63 68 69 75 83 85 86 92 93 98 
2266	47	:	2 3 4 5 6 10 11 13 17 18 19 20 21 26 29 31 32 35 36 37 40 41 44 47 48 49 52 53 54 58 63 64 67 68 73 76 77 82 83 85 88 92 93 94 96 97 98 
2267	56	:	4 6 8 13 14 15 17 19 21 22 23 24 27 28 31 35 37 38 39 40 41 43 46 49 50 52 53 55 58 61 62 63 64 65 66 68 71 72 73 74 75 79 80 81 83 84 85 86 87 88 89 91 95 97 98 100 
2268	11	:	5 13 17 21 26 31 37 63 76 83 92 
2269	52	:	1 2 4 6 7 9 10 11 13 14 16 17 18 20 23 24 27 29 30 31 32 33 35 38 39 41 42 49 50 52 59 61 63 64 67 68 69 70 72 73 74 75 76 78 80 82 83 84 90 92 94 99 
2270	13	:	6 14 16 22 32 57 73 75 80 87 94 96 98 
2271	57	:	1 3 5 6 9 11 12 15 17 19 20 23 24 28 29 30 31 33 34 39 40 42 43 45 46 47 48 52 54 55 57 59 60 61 62 63 64 65 67 69 71 72 76 77 78 80 85 87 88 91 93 94 95 96 98 99 100 
2272	10	:	2 5 21 29 45 54 72 73 74 92 
2273	66	:	2 3 4 5 6 7 10 12 13 14 16 17 19 20 21 23 26 27 30 31 32 33 35 36 37 38 39 40 41 42 43 44 46 47 48 49 51 53 54 56 58 60 63 65 67 68 69 70 73 75 80 81 83 84 85 86 87 88 90 91 92 93 95 96 97 98 
2274	54	:	2 4 6 7 9 10 11 12 13 14 15 16 17 19 20 22 23 27 31 32 35 38 39 40 41 42 43 44 47 49 50 54 57 58 60 64 65 66 68 72 73 74 75 80 82 83 87 88 91 94 95 96 98 99 
2275	68	:	1 2 4 5 6 8 9 11 12 13 14 16 17 18 19 20 21 22 23 24 26 27 28 29 32 33 34 37 38 39 40 42 43 45 48 49 53 57 58 59 61 62 65 66 67 69 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 91 93 94 96 97 99 100 
2276	12	:	2 4 16 24 30 35 36 50 64 81 90 98 
2277	30	:	2 7 8 10 13 14 18 19 20 24 29 41 46 48 52 57 60 61 62 65 71 72 76 79 85 88 89 95 96 100 
2278	77	:	2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 22 23 24 25 26 27 28 29 30 31 33 34 36 37 39 40 42 43 45 46 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 75 76 77 80 81 82 83 84 85 87 88 89 90 91 94 95 96 97 99 100 
2279	13	:	19 24 28 30 52 54 60 69 76 77 88 98 100 
2280	52	:	1 2 3 5 9 10 11 12 15 16 17 21 22 26 27 28 30 31 33 37 39 40 41 42 43 44 46 47 48 50 52 53 55 56 57 59 61 66 68 69 72 74 76 80 82 84 85 87 88 92 95 97 
2281	13	:	2 6 12 21 23 36 44 47 59 80 83 84 93 
2282	66	:	1 2 4 7 8 10 11 12 13 16 17 18 19 20 21 25 26 27 29 30 31 32 33 35 37 38 39 40 41 42 44 46 47 48 49 50 52 53 56 58 60 61 62 63 65 66 67 68 70 71 72 76 79 80 83 84 85 87 88 89 93 95 96 97 98 100 
2283	42	:	2 4 8 10 13 14 15 17 19 20 23 24 29 31 32 34 35 40 44 47 48 52 59 60 61 68 69 70 71 72 73 74 75 76 79 82 83 88 89 90 96 98 
2284	58	:	1 2 3 4 6 7 10 11 13 14 15 16 18 20 21 22 23 26 27 28 30 31 34 39 40 41 42 47 48 49 52 55 56 59 60 61 63 67 68 69 72 74 75 76 80 82 83 85 86 87 88 89 90 92 93 97 98 99 
2285	28	:	6 11 17 20 22 25 27 28 29 31 33 36 38 42 47 53 61 63 65 68 72 75 78 84 87 88 96 99 
2286	49	:	2 3 4 9 11 12 20 22 23 24 25 31 37 38 39 42 43 44 45 47 48 49 51 53 55 60 61 62 63 64 65 66 67 68 71 78 82 83 85 87 89 90 91 92 93 96 98 99 100 
2287	13	:	15 18 25 44 59 64 66 71 72 73 76 82 93 
2288	17	:	6 13 17 21 24 32 40 43 44 45 53 54 65 76 88 93 99 
2289	37	:	7 10 11 12 13 14 16 17 20 23 24 32 40 41 42 43 47 48 49 51 54 60 61 63 65 68 69 70 72 73 75 80 83 90 91 92 95 
2290	48	:	1 2 11 15 17 19 23 24 25 29 31 33 34 37 38 39 40 43 46 48 49 50 51 52 53 58 60 61 62 63 64 66 70 71 72 74 75 76 78 82 84 85 87 91 92 95 96 99 
2291	40	:	1 4 5 6 11 12 17 19 20 27 28 29 30 31 32 34 37 43 44 48 49 50 51 53 54 55 57 58 61 63 64 67 72 77 84 87 88 95 96 100 
2292	29	:	1 2 4 18 20 23 24 25 31 37 38 39 43 48 51 53 59 60 61 66 71 78 80 85 87 91 92 96 99 
2293	23	:	9 10 11 12 16 17 21 26 28 31 40 41 47 61 66 69 70 75 78 85 87 97 100 
2294	29	:	9 11 12 16 17 28 31 46 47 56 60 61 63 66 67 68 69 70 71 72 75 77 78 80 85 87 89 95 100 
2295	71	:	1 4 5 6 7 8 10 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 31 32 36 37 39 40 42 43 45 46 48 49 50 51 52 53 56 59 60 61 62 64 65 66 67 68 69 70 73 75 77 78 79 80 81 82 83 84 85 86 87 90 91 95 97 99 100 
2296	55	:	2 6 12 14 18 21 22 23 24 25 26 31 32 36 37 38 39 40 41 43 44 47 48 50 51 53 56 59 60 62 63 66 68 69 70 71 72 74 75 76 78 80 83 84 85 86 87 88 91 92 93 95 96 98 99 
2297	42	:	2 3 6 9 10 11 12 13 17 19 25 26 28 30 34 36 37 39 40 44 46 49 52 53 56 57 59 60 63 65 67 68 71 76 78 82 84 90 91 92 99 100 
2298	52	:	1 2 3 4 5 6 7 8 10 12 14 15 16 18 20 21 25 26 30 32 35 36 37 38 40 41 44 46 47 48 52 54 55 58 59 64 67 69 73 76 78 81 82 86 87 89 90 91 92 93 96 97 
2299	14	:	4 17 19 20 31 32 35 44 47 68 83 88 96 98 
2300	69	:	1 2 4 6 7 9 11 12 13 14 15 16 17 18 19 21 22 23 24 25 27 28 29 30 31 32 35 37 39 40 43 44 45 46 48 49 50 53 54 55 56 58 59 60 61 62 65 66 67 68 69 70 73 75 76 78 80 81 82 83 84 85 88 89 90 91 93 99 100 
2301	65	:	1 2 3 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 24 25 26 28 30 31 34 35 36 37 38 39 40 41 42 44 47 48 49 50 52 53 58 61 62 66 67 69 70 73 75 76 77 78 84 85 87 89 91 92 93 94 96 97 99 100 
2302	14	:	2 7 13 19 28 30 35 38 44 51 58 66 67 72 
2303	79	:	1 2 3 4 6 7 8 9 10 11 13 15 17 19 22 24 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 72 74 76 77 78 80 82 83 84 85 87 88 89 90 91 92 93 95 96 97 98 100 
2304	44	:	1 11 12 13 14 15 16 18 23 24 26 27 32 35 38 40 42 48 50 53 58 61 62 63 65 66 68 69 70 72 73 75 78 80 82 83 85 87 88 90 91 93 95 100 
2305	55	:	1 2 3 4 7 9 11 12 13 14 20 22 23 24 25 30 31 32 37 39 42 44 45 46 47 48 49 50 53 55 59 61 62 63 64 65 66 67 68 69 70 71 73 74 75 78 80 82 83 84 85 89 90 93 98 
